ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Total_Spending,Total_Purchases,Family_Size,Customer_Tenure_Days,Cluster,Customer_Segment
9855,1952,PhD,Alone,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1,62,1020,25,2,308,1.0,Higher-Value Customers
4088,1962,PhD,Partner,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,1,52,155,8,3,570,0.0,Lower-Value Customers
5231,1974,2n Cycle,Partner,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,2,40,51,4,4,122,0.0,Lower-Value Customers
590,1970,Master,Alone,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,0,44,1812,15,1,554,1.0,Higher-Value Customers
8732,1969,Master,Alone,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1,45,1461,21,2,589,1.0,Higher-Value Customers
2315,1960,Graduation,Alone,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,1,54,96,5,2,70,0.0,Lower-Value Customers
3515,1952,Graduation,Alone,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,1,62,160,8,2,132,0.0,Lower-Value Customers
2245,1969,Master,Partner,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,2,45,139,7,4,433,0.0,Lower-Value Customers
6283,1968,Master,Alone,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,46,908,21,2,434,1.0,Higher-Value Customers
2246,1965,2n Cycle,Partner,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,49,183,7,3,301,0.0,Lower-Value Customers
6606,1969,Master,Partner,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1,45,1161,17,3,455,1.0,Higher-Value Customers
5545,1972,PhD,Partner,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,0,42,988,13,2,85,1.0,Higher-Value Customers
7342,1961,2n Cycle,Alone,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1,53,1072,24,2,658,1.0,Higher-Value Customers
837,1977,Graduation,Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,2,37,174,8,4,291,0.0,Lower-Value Customers
9500,1959,Graduation,Partner,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,1,55,758,19,3,520,1.0,Higher-Value Customers
3602,1958,Master,Partner,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,1,56,195,9,3,180,0.0,Lower-Value Customers
234,1979,Graduation,Alone,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,35,31,4,2,627,0.0,Lower-Value Customers
2995,1957,Master,Partner,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,0,57,1084,16,2,316,1.0,Higher-Value Customers
1118,1956,Master,Partner,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,1,58,685,19,3,494,1.0,Higher-Value Customers
7789,1965,PhD,Partner,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,0,49,1672,25,2,219,1.0,Higher-Value Customers
3068,1990,Graduation,Partner,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0,24,43,5,2,243,0.0,Lower-Value Customers
8955,1957,PhD,Partner,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,2,57,49,4,4,133,0.0,Lower-Value Customers
945,1965,Graduation,Partner,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,1,49,133,7,3,403,0.0,Lower-Value Customers
5644,1957,Graduation,Partner,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,1,57,363,13,3,260,0.0,Lower-Value Customers
7192,1955,Graduation,Partner,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,1,59,545,16,3,440,1.0,Higher-Value Customers
2324,1972,Graduation,Partner,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1,42,1065,29,3,245,1.0,Higher-Value Customers
697,1969,Graduation,Partner,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,0,45,2047,20,2,474,1.0,Higher-Value Customers
3439,1972,Graduation,Partner,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,2,42,296,10,4,606,0.0,Lower-Value Customers
1506,1975,Graduation,Alone,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,2,39,140,7,3,366,0.0,Lower-Value Customers
232,1965,Graduation,Alone,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,1,49,530,16,2,347,1.0,Higher-Value Customers
8876,1963,PhD,Partner,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,2,51,152,8,4,690,0.0,Lower-Value Customers
4500,1991,PhD,Partner,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,23,1598,23,2,266,1.0,Higher-Value Customers
9739,1963,Graduation,Alone,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,1,51,114,6,2,526,0.0,Lower-Value Customers
10395,1986,Basic,Alone,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,1,28,101,7,2,676,0.0,Lower-Value Customers
1176,1973,Graduation,Partner,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,1,41,25,3,3,280,0.0,Lower-Value Customers
1627,1957,2n Cycle,Alone,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,0,57,789,21,1,519,1.0,Higher-Value Customers
938,1981,Graduation,Partner,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,2,33,87,5,4,334,0.0,Lower-Value Customers
2740,1958,PhD,Alone,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,2,56,90,7,3,280,0.0,Lower-Value Customers
257,1959,PhD,Partner,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1,55,1215,18,3,427,1.0,Higher-Value Customers
4058,1955,PhD,Alone,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,0,59,811,21,1,260,1.0,Higher-Value Customers
7736,1986,Graduation,Partner,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,1,28,61,5,3,615,0.0,Lower-Value Customers
8210,1975,Master,Partner,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,1,39,405,13,3,318,0.0,Lower-Value Customers
833,1955,Master,Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,2,59,72,6,4,91,0.0,Lower-Value Customers
6230,1971,Graduation,Alone,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,2,43,189,9,3,499,0.0,Lower-Value Customers
7325,1986,PhD,Partner,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,1,28,40,4,3,365,0.0,Lower-Value Customers
1307,1978,Graduation,Alone,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,1,36,63,7,2,140,0.0,Lower-Value Customers
1502,1983,Graduation,Partner,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,1,31,52,5,3,465,0.0,Lower-Value Customers
6211,1976,PhD,Partner,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,1,38,39,4,3,58,0.0,Lower-Value Customers
843,1971,Graduation,Partner,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,1,43,805,21,3,34,1.0,Higher-Value Customers
4174,1956,Master,Partner,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,1,58,130,7,3,73,0.0,Lower-Value Customers
9757,1972,Graduation,Partner,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,0,42,1631,23,2,268,1.0,Higher-Value Customers
6918,1989,Graduation,Partner,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,1,25,34,4,3,360,0.0,Lower-Value Customers
286,1952,Graduation,Alone,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,2,62,152,8,3,212,0.0,Lower-Value Customers
11086,1984,Basic,Alone,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,1,30,21,4,2,162,0.0,Lower-Value Customers
1921,1967,PhD,Partner,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,3,47,71,5,5,269,0.0,Lower-Value Customers
4138,1962,Graduation,Alone,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,1,52,899,22,2,36,1.0,Higher-Value Customers
7718,1947,Master,Partner,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,0,67,711,9,2,70,0.0,Lower-Value Customers
1291,1978,PhD,Partner,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,1,36,351,12,3,694,0.0,Lower-Value Customers
6862,1971,Graduation,Alone,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,43,8,0,1,42,0.0,Lower-Value Customers
4136,1992,Basic,Alone,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,1,22,119,7,2,573,0.0,Lower-Value Customers
803,1968,Graduation,Partner,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,2,46,21,3,4,450,0.0,Lower-Value Customers
4298,1973,PhD,Partner,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,41,10,3,3,97,0.0,Lower-Value Customers
10833,1975,Graduation,Partner,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,1,39,973,24,3,36,1.0,Higher-Value Customers
9606,1965,PhD,Partner,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,0,49,1536,12,2,306,1.0,Higher-Value Customers
8534,1952,Graduation,Partner,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,2,62,992,24,4,348,1.0,Higher-Value Customers
5153,1967,PhD,Partner,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1,47,1529,32,3,492,1.0,Higher-Value Customers
961,1972,Graduation,Partner,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,1,42,860,15,3,290,1.0,Higher-Value Customers
5011,1963,Graduation,Alone,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,51,928,21,2,254,1.0,Higher-Value Customers
6653,1970,PhD,Partner,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,2,44,418,14,4,699,1.0,Higher-Value Customers
9094,1955,2n Cycle,Partner,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1,59,587,14,3,695,1.0,Higher-Value Customers
810,1975,Graduation,Partner,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1,39,641,17,3,48,1.0,Higher-Value Customers
5493,1976,Graduation,Partner,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,2,38,23,3,4,102,0.0,Lower-Value Customers
2147,1969,Graduation,Partner,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,0,45,2279,22,2,317,1.0,Higher-Value Customers
5107,1973,PhD,Alone,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,2,41,49,4,3,41,0.0,Lower-Value Customers
3979,1983,PhD,Alone,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,0,31,1779,16,1,403,1.0,Higher-Value Customers
6049,1982,Master,Partner,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,0,32,1804,26,2,206,1.0,Higher-Value Customers
8147,1960,Graduation,Partner,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,2,54,48,5,4,358,0.0,Lower-Value Customers
1857,1952,Graduation,Alone,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,2,62,83,5,3,115,0.0,Lower-Value Customers
3910,1975,Graduation,Alone,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,0,39,1862,17,1,264,1.0,Higher-Value Customers
5207,1963,PhD,Partner,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,2,51,793,19,4,643,1.0,Higher-Value Customers
11114,1970,Graduation,Partner,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,1,44,84,6,3,506,0.0,Lower-Value Customers
5429,1948,PhD,Partner,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,1,66,183,9,3,313,0.0,Lower-Value Customers
9400,1958,2n Cycle,Alone,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,0,56,1383,18,1,8,1.0,Higher-Value Customers
1740,1944,Graduation,Partner,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,0,70,999,14,2,83,1.0,Higher-Value Customers
7488,1963,Master,Alone,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,1,51,825,21,2,523,1.0,Higher-Value Customers
195,1972,Graduation,Alone,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,1,42,246,10,2,672,0.0,Lower-Value Customers
635,1966,Master,Partner,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,2,48,610,17,4,467,1.0,Higher-Value Customers
7527,1968,Master,Alone,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,1,46,76,6,2,585,0.0,Lower-Value Customers
10319,1971,Graduation,Partner,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1,43,1286,18,3,488,1.0,Higher-Value Customers
2296,1975,Master,Partner,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,1,39,30,3,3,195,0.0,Lower-Value Customers
10637,1964,Graduation,Partner,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,3,50,99,6,5,544,0.0,Lower-Value Customers
2931,1978,Graduation,Alone,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,0,36,1192,22,1,646,1.0,Higher-Value Customers
907,1975,Graduation,Partner,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,1,39,362,13,3,212,0.0,Lower-Value Customers
3698,1983,Graduation,Partner,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,0,31,2130,18,2,689,1.0,Higher-Value Customers
9516,1971,2n Cycle,Alone,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,0,43,1229,26,1,680,1.0,Higher-Value Customers
679,1957,PhD,Partner,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,2,57,38,4,4,647,0.0,Lower-Value Customers
7384,1951,Master,Partner,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,0,63,485,15,2,343,1.0,Higher-Value Customers
5043,1951,Basic,Partner,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,0,63,434,11,2,601,0.0,Lower-Value Customers
5267,1970,Graduation,Alone,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,1,44,44,4,2,472,0.0,Lower-Value Customers
339,1972,PhD,Partner,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,1,42,496,16,3,583,1.0,Higher-Value Customers
2516,1969,2n Cycle,Partner,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,2,45,78,5,4,386,0.0,Lower-Value Customers
9010,1972,Master,Partner,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,0,42,2346,22,2,504,1.0,Higher-Value Customers
378,1971,Graduation,Partner,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,0,43,794,19,2,546,1.0,Higher-Value Customers
4808,1956,Graduation,Partner,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,58,17,3,2,297,0.0,Lower-Value Customers
5068,1971,Graduation,Alone,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,1,43,26,4,2,333,0.0,Lower-Value Customers
7628,1973,2n Cycle,Partner,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,1,41,76,6,3,103,0.0,Lower-Value Customers
7128,1977,PhD,Alone,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,2,37,15,3,3,204,0.0,Lower-Value Customers
2811,1963,PhD,Alone,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,51,62,5,3,78,0.0,Lower-Value Customers
3551,1954,Master,Partner,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,1,60,198,8,3,92,0.0,Lower-Value Customers
1663,1978,PhD,Partner,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,1,36,49,4,3,247,0.0,Lower-Value Customers
5543,1966,Graduation,Partner,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,1,48,802,20,3,370,1.0,Higher-Value Customers
1577,1946,Graduation,Partner,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,0,68,1736,14,2,130,1.0,Higher-Value Customers
10641,1978,Graduation,Alone,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,2,36,57,6,3,549,0.0,Lower-Value Customers
5336,1971,Master,Partner,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,1,43,59,2,3,390,0.0,Lower-Value Customers
6024,1953,Graduation,Partner,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,0,61,2302,18,2,482,1.0,Higher-Value Customers
1878,1985,2n Cycle,Partner,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,0,29,37,5,2,131,0.0,Lower-Value Customers
3099,1970,Graduation,Alone,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,2,44,310,11,3,489,0.0,Lower-Value Customers
6055,1979,Graduation,Partner,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,0,35,1305,18,2,605,1.0,Higher-Value Customers
5841,1966,Graduation,Partner,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,1,48,832,21,3,366,1.0,Higher-Value Customers
3972,1976,Graduation,Partner,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,2,38,401,13,4,452,0.0,Lower-Value Customers
4394,1965,PhD,Partner,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,0,49,1501,22,2,37,1.0,Higher-Value Customers
5758,1982,Graduation,Partner,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,0,32,1189,27,2,166,1.0,Higher-Value Customers
6658,1972,Graduation,Partner,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1,42,1194,25,3,342,1.0,Higher-Value Customers
4603,1960,PhD,Partner,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,1,54,656,19,3,149,1.0,Higher-Value Customers
8427,1956,Master,Alone,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,0,58,1540,22,1,583,1.0,Higher-Value Customers
10260,1965,Master,Partner,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,1,49,311,12,3,307,0.0,Lower-Value Customers
7143,1955,2n Cycle,Partner,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,1,59,820,21,3,235,1.0,Higher-Value Customers
8789,1989,2n Cycle,Partner,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,1,25,274,11,3,169,0.0,Lower-Value Customers
6197,1962,PhD,Alone,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,2,52,57,6,3,435,0.0,Lower-Value Customers
4554,1965,Graduation,Partner,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,1,49,448,13,3,271,0.0,Lower-Value Customers
4937,1973,2n Cycle,Partner,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,2,41,44,4,4,19,0.0,Lower-Value Customers
1920,1972,Graduation,Partner,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,42,102,6,4,335,0.0,Lower-Value Customers
8749,1984,Graduation,Partner,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,1,30,61,4,3,148,0.0,Lower-Value Customers
1650,1960,Master,Partner,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,0,54,1643,26,2,433,1.0,Higher-Value Customers
10377,1958,Master,Partner,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,1,56,397,12,3,388,0.0,Lower-Value Customers
9206,1968,Graduation,Partner,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1,46,1121,24,3,173,1.0,Higher-Value Customers
10971,1977,Graduation,Alone,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,2,37,473,12,3,664,0.0,Lower-Value Customers
6398,1974,Basic,Partner,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,1,40,50,6,3,92,0.0,Lower-Value Customers
9212,1962,Master,Partner,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1,52,1678,22,3,500,1.0,Higher-Value Customers
7937,1982,Graduation,Partner,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,0,32,58,6,2,72,0.0,Lower-Value Customers
839,1975,PhD,Partner,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,1,39,170,8,3,277,0.0,Lower-Value Customers
4246,1982,Master,Alone,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,0,32,373,2,1,199,0.0,Lower-Value Customers
158,1945,PhD,Partner,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,0,69,1196,16,2,224,1.0,Higher-Value Customers
4832,1979,Graduation,Partner,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,1,35,101,6,3,114,0.0,Lower-Value Customers
5621,1969,Graduation,Partner,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,2,45,316,12,4,564,0.0,Lower-Value Customers
